,visitorid,itemid,event,timestamp
41831,146,396,view,1433279829465
41832,267,388,view,1433278196228
41833,192,47,view,1433277756461
41834,24,69,view,1433279770317
41835,70,422,view,1433278362077
41836,53,205,view,1433277615061
41837,54,170,view,1433280789851
41838,90,362,view,1433278630653
41839,127,455,view,1433280683291
41840,269,225,view,1433279486764
41841,182,42,view,1433278083518
41842,57,449,transaction,1433280794117
41843,241,148,view,1433279753176
41844,156,421,view,1433277961937
41845,32,202,view,1433279989677
41846,60,73,view,1433279539046
41847,164,183,view,1433279228643
41848,19,267,view,1433280813848
41849,95,355,view,1433278591233
41850,226,456,view,1433280013942
41851,69,249,view,1433279337901
41852,180,422,view,1433279912713
41853,195,103,view,1433280789096
41854,161,311,view,1433278573060
41855,73,424,view,1433279331783
41856,162,176,view,1433280566468
41857,74,374,view,1433278446412
41858,194,421,view,1433280351374
41859,136,267,view,1433278573536
41860,134,87,view,1433279167958
41861,207,324,view,1433279048098
41862,221,414,view,1433278447063
41863,164,398,view,1433278964839
41864,110,111,view,1433280664148
41865,42,461,view,1433278034171
41866,219,148,view,1433280415295
41867,243,89,view,1433279579128
41868,186,408,view,1433277669165
41869,143,227,view,1433280184017
41870,19,380,view,1433277508417
41871,268,250,view,1433277528919
41872,17,5,view,1433280468431
41873,263,98,view,1433278113663
41874,16,411,view,1433279478404
41875,233,297,view,1433279038466
41876,113,168,view,1433278152666
41877,33,192,view,1433280208967
41878,221,151,view,1433280049987
41879,144,298,view,1433280546502
41880,50,248,view,1433277610515
41881,4,374,view,1433279609542
41882,66,447,view,1433279582908
41883,202,334,view,1433278035586
41884,50,168,view,1433277835046
41885,168,113,view,1433280830647
41886,130,265,view,1433281009282
41887,190,449,view,1433280191180
41888,114,447,view,1433278360518
41889,256,2,view,1433280114842
41890,263,98,view,1433278067679
41891,11,371,view,1433280535383
41892,190,367,view,1433279917390
41893,137,138,view,1433279899001
41894,249,411,view,1433280093333
41895,206,420,view,1433279564239
41896,134,401,view,1433280354329
41897,46,21,view,1433277476715
41898,53,250,view,1433277881164
41899,155,133,view,1433279520632
41900,66,321,view,1433279555604
41901,258,263,view,1433279062774
41902,117,229,view,1433278984052
41903,76,29,view,1433279849235
41904,270,180,view,1433279388802
41905,83,218,view,1433279467798
41906,81,441,view,1433278174654
41907,188,140,view,1433278043733
41908,106,342,view,1433278998672
41909,147,62,view,1433279179841
41910,90,288,view,1433278362757
41911,273,44,view,1433279590884
41912,260,259,view,1433279918979
41913,160,330,view,1433280502245
41914,229,372,addtocart,1433279119794
41915,123,56,view,1433279482786
41916,16,57,view,1433278359652
41917,32,73,view,1433279449385
41918,103,351,view,1433278108812
41919,57,331,addtocart,1433278852698
41920,218,415,view,1433278957842
41921,162,343,view,1433280492119
41922,19,255,view,1433279211424
41923,103,379,view,1433278259726
41924,44,34,view,1433277883930
41925,52,66,view,1433279522310
41926,42,461,view,1433278068757
41927,135,350,view,1433279387801
41928,179,245,view,1433277528430
41929,247,316,view,1433279557293
41930,18,102,view,1433279016528
41931,214,308,view,1433279300098
41932,9,444,view,1433280908409
41933,21,282,view,1433279477526
41934,2,408,view,1433277700287
41935,165,206,addtocart,1433277574213
41936,136,329,view,1433277731396
41937,8,212,view,1433280084404
41938,99,403,view,1433280134802
41939,136,0,view,1433278528990
41940,42,418,view,1433280776269
41941,65,373,view,1433279690254
41942,89,169,view,1433280235025
41943,79,170,view,1433280214261
41944,9,172,view,1433279014586
41945,40,279,view,1433281027055
41946,28,250,view,1433279958723
41947,59,370,view,1433280491552
41948,74,224,view,1433280103177
41949,160,398,view,1433278215068
41950,72,272,view,1433278529271
41951,44,34,view,1433279014206
41952,241,104,view,1433280684076
41953,50,285,view,1433277911502
41954,89,169,view,1433280530556
41955,156,336,view,1433277577882
41956,3,164,view,1433278315625
41957,251,149,view,1433281091362
41958,233,112,view,1433279966310
41959,197,377,view,1433280231835
41960,77,19,view,1433279532608
41961,224,362,view,1433278547285
41962,70,264,view,1433278223105
41963,212,372,view,1433278791969
41964,31,41,view,1433279855895
41965,131,446,view,1433279394310
41966,276,464,view,1433279619844
41967,114,298,view,1433279868814
41968,138,83,view,1433278529966
41969,15,356,view,1433278077569
41970,141,428,view,1433278051279
41971,20,90,view,1433280901947
41972,241,88,view,1433279897986
41973,69,79,view,1433280816993
41974,201,65,view,1433279256542
41975,192,199,view,1433281116937
41976,187,68,view,1433277918729
41977,11,435,view,1433280497427
41978,77,260,view,1433279435343
41979,228,116,view,1433280761051
41980,76,318,view,1433279472489
41981,182,123,view,1433280032069
41982,63,232,view,1433277704316
41983,89,169,view,1433280317693
41984,174,174,view,1433278483899
41985,269,390,view,1433279827336
41986,230,115,view,1433280478602
41987,2,153,view,1433279203992
41988,87,311,view,1433280970856
41989,234,196,view,1433278791653
41990,50,57,view,1433281006513
41991,186,79,view,1433280898680
41992,50,380,view,1433277620367
41993,117,345,view,1433277612371
41994,6,220,view,1433280343305
41995,140,206,view,1433279871405
41996,157,229,view,1433279113895
41997,15,271,view,1433278743376
41998,32,166,view,1433280324705
41999,159,279,view,1433280548729
42000,144,406,addtocart,1433280672227
42001,24,216,view,1433279239899
42002,8,212,view,1433279959703
42003,147,228,view,1433279568411
42004,119,198,view,1433280345539
42005,11,371,view,1433280477879
42006,127,98,view,1433279347821
42007,89,122,view,1433279787667
42008,78,217,view,1433280323924
42009,113,139,view,1433281093534
42010,248,404,view,1433280488035
42011,197,227,view,1433279536470
42012,75,339,view,1433279198791
42013,279,319,view,1433278670484
42014,4,252,view,1433280654688
42015,192,85,view,1433279100249
42016,32,339,view,1433280494768
42017,131,216,view,1433279495293
42018,240,211,view,1433280348685
42019,70,124,view,1433279839927
42020,159,118,view,1433279443280
42021,117,32,view,1433278494784
42022,0,437,view,1433280702091
42023,119,173,view,1433279371163
42024,42,337,view,1433280819785
42025,157,311,view,1433280769394
42026,91,322,view,1433278300314
42027,208,367,view,1433279710439
42028,3,139,view,1433280454118
42029,70,307,view,1433278355376
42030,158,266,view,1433279278018
42031,50,152,view,1433278627671
42032,196,174,view,1433278929549
42033,58,364,view,1433280176602
42034,92,12,view,1433278628438
42035,41,92,view,1433279587983
42036,214,175,view,1433280119614
42037,227,238,view,1433280398938
42038,90,211,addtocart,1433278693846
42039,195,15,view,1433280398731
42040,188,198,view,1433277465730
42041,70,399,view,1433278340271
42042,32,260,view,1433278246806
42043,206,21,view,1433279367556
42044,36,282,view,1433279393727
42045,123,153,view,1433280442084
42046,104,92,view,1433278128045
42047,251,335,view,1433280397515
42048,60,455,view,1433310700978
42049,60,239,view,1433308791763
42050,180,76,view,1433308014929
42051,3,81,view,1433311067259
42052,90,370,view,1433310702657
42053,242,9,view,1433309221707
42054,19,189,view,1433310554755
42055,53,389,view,1433308168112
42056,37,55,view,1433308400902
42057,164,133,view,1433309223336
42058,70,405,view,1433308072383
42059,247,395,view,1433309345211
42060,176,358,view,1433310792934
42061,153,48,view,1433310706882
42062,237,25,view,1433308475865
42063,32,96,view,1433308038099
42064,153,186,view,1433309642364
42065,41,376,view,1433308921806
42066,139,146,view,1433309087292
42067,224,60,view,1433310811953
42068,245,188,view,1433310710315
42069,223,246,view,1433310177210
42070,255,283,view,1433310087160
42071,95,64,view,1433310376682
42072,129,29,view,1433310712291
42073,157,222,view,1433310791583
42074,271,100,view,1433310020163
42075,40,30,view,1433309390643
42076,235,245,view,1433308845481
42077,237,93,view,1433308436242
42078,186,449,view,1433308508135
42079,3,309,view,1433310791148
42080,159,293,view,1433309855108
42081,104,260,view,1433310569094
42082,151,52,view,1433309929104
42083,57,200,view,1433310513853
42084,190,373,view,1433308018996
42085,4,75,view,1433310398156
42086,31,197,view,1433308646547
42087,223,366,view,1433310486309
42088,89,105,view,1433308239615
42089,157,73,view,1433308114389
42090,257,202,view,1433309847790
42091,177,310,view,1433309349528
42092,59,370,view,1433310796899
42093,74,151,view,1433310365492
42094,201,226,view,1433310240597
42095,161,188,view,1433310687983
42096,188,67,view,1433311098764
42097,164,302,view,1433309332002
42098,161,85,view,1433309110020
42099,122,237,view,1433308237020
42100,188,301,view,1433311102085
42101,64,316,view,1433308236488
42102,159,158,view,1433308808950
42103,272,367,view,1433311032130
42104,163,352,view,1433310031427
42105,156,198,view,1433309873959
42106,245,420,view,1433308285331
42107,20,113,view,1433308285643
42108,18,171,view,1433310466779
42109,121,130,view,1433309895912
42110,148,13,addtocart,1433309565586
42111,43,414,view,1433309260653
42112,231,60,view,1433308151105
42113,24,433,view,1433308739975
42114,95,119,view,1433308784239
42115,272,257,view,1433310808889
42116,107,292,view,1433310356300
42117,82,352,view,1433309121027
42118,70,448,view,1433309629973
42119,29,114,view,1433309473051
42120,67,365,view,1433309548180
42121,235,401,view,1433310732547
42122,255,110,view,1433309910227
42123,72,56,view,1433309122779
42124,179,111,view,1433308060009
42125,251,222,view,1433309044972
42126,190,411,view,1433308825843
42127,179,352,view,1433309374213
42128,109,42,view,1433309468546
42129,232,152,view,1433309126693
42130,239,463,view,1433310457034
42131,172,69,view,1433308390521
42132,102,173,view,1433308192297
42133,247,181,view,1433308173140
42134,281,371,view,1433308725656
42135,12,464,view,1433309561230
42136,70,448,view,1433308768704
42137,45,213,addtocart,1433310300873
42138,177,47,view,1433310410556
42139,4,289,view,1433308191811
42140,223,203,view,1433309132906
42141,141,135,view,1433308300585
42142,178,301,view,1433310168617
42143,1,211,view,1433309560657
42144,64,236,view,1433308485409
42145,74,441,view,1433310411719
42146,188,333,view,1433311181357
42147,102,242,view,1433308851392
42148,102,221,addtocart,1433309854712
42149,1,360,view,1433308495725
42150,102,227,view,1433308989542
42151,243,64,view,1433309822409
42152,220,256,view,1433309143110
42153,57,233,view,1433310746368
42154,157,448,view,1433308056139
42155,272,452,view,1433308009043
42156,153,445,view,1433310136070
42157,263,114,view,1433310136227
42158,162,65,view,1433308134096
42159,201,12,view,1433310517662
42160,223,260,view,1433310138234
42161,110,17,view,1433308565226
42162,210,117,view,1433310139981
42163,153,264,view,1433309718734
42164,118,228,view,1433309319371
42165,94,436,view,1433308965853
42166,242,9,view,1433309718164
42167,246,100,view,1433308185337
42168,41,433,view,1433309154695
42169,124,447,view,1433308319331
42170,93,271,view,1433308558852
42171,101,281,view,1433309821405
42172,220,415,view,1433308320310
42173,202,180,view,1433310248876
42174,24,29,view,1433308757673
42175,259,277,view,1433311073718
42176,51,370,view,1433309434664
42177,140,84,view,1433308330705
42178,179,138,view,1433309200950
42179,213,91,view,1433308931015
42180,125,111,view,1433310282519
42181,227,454,view,1433308681743
42182,249,278,view,1433309712094
42183,179,191,view,1433309711858
42184,230,147,view,1433310279748
42185,155,308,view,1433308858260
42186,11,217,view,1433309654326
42187,52,94,view,1433309424467
42188,151,11,view,1433309021072
42189,158,238,view,1433308379829
42190,2,295,view,1433311095208
42191,92,33,view,1433308545290
42192,74,445,view,1433310843077
42193,6,41,view,1433308046626
42194,109,360,view,1433308050661
42195,201,250,view,1433310316214
42196,17,347,view,1433308541028
42197,255,110,view,1433308540311
42198,159,72,view,1433308689116
42199,2,108,view,1433308491134
42200,107,103,view,1433308882440
42201,200,22,view,1433308491716
42202,163,384,view,1433275887381
42203,70,241,view,1433276480097
42204,143,143,view,1433275178793
42205,215,67,view,1433274551095
42206,12,405,view,1433277194582
42207,15,300,view,1433277369271
42208,84,351,view,1433274874629
42209,108,169,view,1433274604430
42210,214,317,view,1433276912583
42211,207,169,view,1433274282424
42212,115,184,view,1433275068418
42213,50,290,view,1433274012865
42214,32,231,view,1433274955285
42215,196,279,view,1433274414230
42216,70,5,view,1433277140494
42217,202,98,view,1433274873960
42218,203,139,view,1433274217187
42219,101,19,view,1433274257998
42220,234,288,view,1433275846814
42221,80,354,view,1433274619202
42222,128,292,view,1433273894672
42223,32,107,view,1433275110785
42224,110,286,view,1433276075661
42225,57,346,view,1433275315992
42226,131,425,view,1433277032718
42227,73,350,addtocart,1433274396624
42228,42,353,view,1433276501510
42229,110,117,view,1433275731531
42230,197,47,view,1433275267588
42231,72,413,view,1433275322997
42232,211,432,view,1433274571140
42233,188,99,view,1433275532407
42234,109,78,view,1433275829504
42235,49,16,view,1433274011351
42236,255,32,view,1433274435129
42237,190,174,view,1433276337408
42238,95,67,view,1433277364623
42239,75,175,view,1433273970948
42240,192,370,view,1433276510318
42241,108,169,view,1433274670313
42242,37,460,view,1433276700572
42243,3,144,view,1433276242225
42244,31,88,view,1433275723879
42245,0,126,view,1433275816428
42246,40,166,view,1433274211756
42247,234,371,view,1433276636078
42248,180,326,view,1433274387712
42249,240,266,view,1433276621253
42250,105,11,view,1433274054906
42251,50,330,view,1433275807464
42252,225,372,view,1433275604860
42253,159,336,view,1433277079944
42254,42,378,view,1433275738842
42255,106,273,view,1433276064233
42256,179,245,view,1433274817092
42257,280,253,view,1433275680778
42258,81,124,view,1433276868668
42259,41,461,view,1433276795850
42260,32,40,view,1433274566335
42261,108,387,view,1433274221851
42262,44,55,view,1433273965139
42263,102,241,view,1433276062367
42264,229,408,view,1433274937209
42265,253,12,view,1433275118093
42266,253,388,view,1433276536128
42267,248,417,view,1433276645413
42268,200,50,view,1433273781430
42269,163,357,view,1433275288957
42270,120,152,view,1433276223856
42271,254,12,addtocart,1433275423444
42272,91,314,view,1433275785184
42273,190,401,view,1433276539565
42274,57,311,view,1433274898131
42275,80,354,view,1433274441646
42276,34,36,view,1433277280523
42277,108,434,view,1433274828203
42278,228,123,view,1433276716538
42279,149,329,view,1433276347241
42280,173,209,view,1433276672705
42281,198,274,view,1433274276070
42282,41,382,view,1433276190728
42283,80,335,view,1433276853862
42284,5,225,view,1433275773112
42285,174,226,view,1433274713557
42286,133,270,view,1433274833622
42287,93,9,view,1433274141209
42288,274,362,view,1433276815631
42289,33,285,view,1433275768918
42290,25,445,view,1433274384611
42291,168,150,view,1433276602188
42292,88,425,view,1433275764358
42293,225,275,view,1433275762472
42294,152,260,addtocart,1433274832340
42295,107,159,view,1433276557766
42296,140,206,view,1433276641554
42297,168,334,view,1433276558335
42298,186,153,view,1433274143968
42299,69,358,view,1433276561297
42300,279,437,view,1433275481461
42301,27,348,view,1433274273953
42302,101,136,view,1433273742086
42303,144,22,view,1433277171896
42304,136,150,view,1433273865459
42305,252,69,view,1433276565011
42306,50,345,view,1433274385982
42307,63,335,view,1433274926153
42308,120,356,view,1433274520261
42309,17,138,view,1433275657831
42310,137,384,transaction,1433276569028
42311,31,320,view,1433276948513
42312,49,281,view,1433275746583
42313,50,354,view,1433277362933
42314,128,453,view,1433273866201
42315,255,32,view,1433274385667
42316,110,23,addtocart,1433273955819
42317,41,345,view,1433276035359
42318,129,193,view,1433277103072
42319,142,54,view,1433273762419
42320,222,106,view,1433277178246
42321,191,46,view,1433275248936
42322,66,298,view,1433275495468
42323,39,415,transaction,1433274365596
42324,50,406,view,1433276606638
42325,49,85,view,1433277432822
42326,43,44,view,1433274920497
42327,31,231,view,1433276757069
42328,221,299,view,1433277227097
42329,230,212,view,1433274763192
42330,204,344,view,1433275566527
42331,50,174,view,1433275291710
42332,74,107,view,1433274844339
42333,120,371,view,1433275543752
42334,39,43,view,1433274484685
42335,203,171,view,1433274045155
42336,254,111,view,1433275128184
42337,280,370,view,1433274878204
42338,61,146,view,1433276600262
42339,153,343,view,1433276610988
42340,268,197,view,1433275666983
42341,237,362,view,1433277179246
42342,207,299,view,1433274025807
42343,281,197,view,1433277423568
42344,18,74,view,1433273843053
42345,50,73,view,1433277309983
42346,277,225,view,1433275691746
42347,227,389,view,1433274002311
42348,113,410,transaction,1433273850714
42349,6,288,view,1433275262350
42350,213,349,view,1433276015952
42351,186,100,view,1433275328866
42352,50,235,view,1433276015499
42353,76,91,view,1433274853463
42354,219,241,view,1433273926104
42355,105,326,view,1433276010886
42356,55,390,view,1433276131397
42357,105,326,view,1433276009978
42358,180,230,view,1433276217180
42359,196,184,view,1433276592134
42360,82,415,view,1433274088214
42361,218,170,view,1433274993710
42362,125,136,view,1433274032782
42363,15,140,view,1433274088577
42364,0,259,view,1433273851095
42365,103,167,view,1433274318648
42366,15,389,view,1433275368391
42367,231,235,view,1433275444114
42368,170,217,view,1433277333724
42369,50,83,view,1433276225909
42370,207,45,view,1433277328906
42371,73,350,view,1433274266049
42372,221,132,view,1433275339221
42373,234,288,view,1433275593910
42374,70,252,view,1433276391051
42375,273,344,view,1433275370114
42376,165,215,view,1433277005119
42377,50,192,view,1433273825465
42378,166,143,view,1433276244750
42379,28,236,view,1433274777794
42380,262,275,view,1433275594766
42381,213,278,view,1433274092645
42382,268,257,view,1433275698416
42383,6,224,view,1433275247619
42384,82,431,view,1433277282774
42385,21,327,view,1433273934114
42386,242,279,view,1433274033390
42387,118,95,view,1433277002016
42388,223,175,view,1433277343966
42389,120,17,view,1433277000706
42390,178,354,view,1433273751196
42391,105,389,view,1433274257619
42392,275,82,view,1433277069052
42393,161,166,view,1433273994412
42394,221,255,view,1433274984315
42395,260,310,view,1433276223557
42396,273,405,view,1433276909644
42397,30,112,view,1433276111296
42398,20,257,view,1433275963352
42399,255,32,view,1433273993437
42400,85,15,view,1433275094724
42401,79,395,view,1433274098008
42402,176,279,view,1433277419937
42403,216,412,view,1433276415636
42404,62,343,view,1433276996238
42405,262,235,view,1433275624692
42406,31,320,view,1433277120833
42407,101,54,view,1433277121098
42408,227,389,view,1433273991245
42409,237,464,view,1433277416868
42410,32,235,view,1433274977476
42411,69,322,view,1433274457305
42412,203,310,view,1433274977183
42413,32,391,view,1433275066366
42414,204,330,view,1433277371006
42415,190,174,view,1433276599113
42416,132,250,view,1433274320163
42417,234,130,view,1433275333386
42418,261,188,view,1433276158348
42419,50,73,view,1433277253705
42420,20,152,view,1433275938321
42421,237,223,view,1433275937029
42422,153,137,view,1433276315930
42423,70,275,view,1433274974348
42424,31,77,view,1433276193441
42425,247,271,view,1433274221822
42426,50,235,view,1433275931832
42427,253,39,view,1433275253191
42428,110,102,view,1433275928760
42429,12,265,view,1433274106226
42430,57,244,view,1433277302795
42431,108,91,view,1433274157106
42432,276,179,view,1433274910429
42433,205,109,view,1433276608259
42434,105,45,view,1433274181650
42435,33,285,view,1433275915885
42436,123,126,view,1433275630901
42437,277,107,view,1433275630980
42438,50,129,view,1433276859455
42439,222,188,view,1433274810206
42440,240,184,addtocart,1433275631370
42441,50,201,view,1433274876479
42442,260,164,view,1433274967404
42443,50,283,view,1433274587082
42444,161,239,view,1433274067289
42445,115,94,view,1433274491950
42446,165,285,view,1433275907410
42447,42,133,view,1433276834628
42448,180,91,view,1433274233817
42449,118,277,view,1433273879241
42450,54,206,view,1433275501598
42451,15,412,view,1433277301371
42452,79,387,view,1433274241009
42453,43,373,view,1433275387603
42454,133,301,view,1433277073467
42455,19,37,view,1433275897572
42456,50,153,view,1433274744951
42457,61,142,view,1433275040531
42458,209,228,view,1433273781724
42459,254,344,view,1433277322349
42460,176,202,view,1433275892224
42461,234,68,view,1433275466558
42462,219,304,view,1433276898508
42463,50,248,view,1433276243159
42464,270,140,view,1433275890518
42465,83,111,view,1433275890518
42466,87,218,view,1433274337086
42467,32,8,view,1433276677494
42468,41,219,view,1433276655846
42469,111,397,addtocart,1433277134682
42470,267,413,view,1433274960937
42471,50,256,view,1433276086853
42472,42,378,transaction,1433275887413
42473,250,366,view,1433291880122
42474,150,30,view,1433293181710
42475,250,204,view,1433291103481
42476,103,343,view,1433293079263
42477,42,109,view,1433291103423
42478,250,85,addtocart,1433291366027
42479,246,363,view,1433292295188
42480,57,132,transaction,1433289060430
42481,194,205,view,1433292866572
42482,172,360,view,1433292981823
42483,50,15,view,1433293297901
42484,126,425,view,1433290258568
42485,30,24,view,1433289078713
42486,267,306,view,1433293190662
42487,71,402,view,1433293304674
42488,123,208,view,1433293151466
42489,64,178,view,1433291011181
42490,48,332,view,1433290339222
42491,181,154,view,1433291106543
42492,135,265,view,1433291011910
42493,210,341,view,1433293249501
42494,103,205,view,1433289709293
42495,125,270,view,1433292067764
42496,250,120,view,1433291170293
42497,153,232,view,1433291557631
42498,246,292,view,1433290921599
42499,197,90,view,1433289394604
42500,230,326,view,1433291947089
42501,16,69,view,1433292454642
42502,266,392,view,1433289298505
42503,191,272,view,1433291373853
42504,53,277,view,1433291291029
42505,77,129,view,1433291938718
42506,250,408,view,1433290738525
42507,139,96,view,1433291440233
42508,259,200,view,1433290669247
42509,162,135,view,1433289657611
42510,200,212,view,1433292701444
42511,86,143,view,1433292923223
42512,227,369,view,1433292804432
42513,211,46,view,1433291160930
42514,188,207,view,1433289216815
42515,218,249,view,1433290420293
42516,229,452,view,1433289291578
42517,60,253,view,1433289337447
42518,250,50,view,1433290135138
42519,52,368,view,1433290780039
42520,260,167,view,1433292689473
42521,156,199,view,1433292655657
42522,267,336,view,1433292119297
42523,43,398,view,1433292638271
42524,271,462,view,1433291832487
42525,189,280,view,1433291739607
42526,10,436,view,1433291552982
42527,65,115,view,1433292767913
42528,109,355,view,1433292305486
42529,132,108,view,1433291174852
42530,274,456,view,1433291773603
42531,164,318,view,1433289150980
42532,89,25,view,1433291737346
42533,64,261,view,1433293288767
42534,211,444,view,1433290718216
42535,184,44,view,1433291773513
42536,15,251,view,1433293873664
42537,248,378,view,1433289774885
42538,151,299,view,1433289418037
42539,80,39,view,1433293923094
42540,244,129,view,1433292065494
42541,245,37,view,1433291777031
42542,277,364,view,1433290020465
42543,139,259,view,1433292813853
42544,32,7,view,1433290735953
42545,0,59,view,1433293795271
42546,66,175,view,1433291737131
42547,109,406,view,1433289148917
42548,110,77,view,1433292307797
42549,44,88,view,1433291860720
42550,266,371,view,1433291876833
42551,42,301,view,1433293932233
42552,206,133,view,1433290082681
42553,104,184,view,1433289202928
42554,129,37,view,1433289325806
42555,244,457,view,1433293531176
42556,250,343,view,1433291982967
42557,167,255,view,1433293654358
42558,237,113,view,1433289309958
42559,15,293,view,1433291609809
42560,62,392,view,1433292875575
42561,88,4,view,1433292777011
42562,134,128,view,1433293223312
42563,244,129,view,1433292110286
42564,31,438,view,1433289334567
42565,32,134,view,1433290959348
42566,97,202,view,1433290436320
42567,206,440,view,1433289305108
42568,6,22,view,1433292428787
42569,179,51,view,1433292946685
42570,266,184,view,1433293616882
42571,97,309,view,1433290296971
42572,23,268,view,1433289871717
42573,32,367,view,1433290640692
42574,233,287,addtocart,1433292780410
42575,54,38,view,1433293739341
42576,16,208,view,1433293595768
42577,212,58,view,1433292805559
42578,192,57,view,1433292598059
42579,153,341,view,1433290629682
42580,73,325,view,1433292044064
42581,198,3,view,1433289486631
42582,273,212,view,1433291670894
42583,202,182,view,1433294011131
42584,248,260,view,1433291606447
42585,202,124,view,1433293995136
42586,97,458,view,1433291630286
42587,36,320,view,1433292253046
42588,10,433,view,1433291912013
42589,231,399,view,1433292044774
42590,221,264,addtocart,1433293748788
42591,76,262,view,1433289258181
42592,273,111,view,1433293812217
42593,250,15,view,1433293630682
42594,66,318,view,1433291895638
42595,102,170,view,1433289628384
42596,74,0,view,1433291613644
42597,12,399,view,1433290648882
42598,35,69,view,1433290189596
42599,212,301,view,1433289861009
42600,80,91,view,1433291585167
42601,196,239,view,1433290054324
42602,51,200,view,1433290691386
42603,261,215,view,1433290796655
42604,191,234,view,1433293000146
42605,58,320,view,1433290326655
42606,10,56,view,1433290946445
42607,166,16,view,1433289430996
42608,26,443,view,1433290611771
42609,101,239,view,1433293663832
42610,190,434,view,1433292642556
42611,200,13,view,1433290090627
42612,1,187,view,1433291617933
42613,204,95,view,1433292672269
42614,212,391,view,1433289289529
42615,214,107,view,1433292143485
42616,217,52,view,1433289289514
42617,16,314,view,1433292000128
42618,179,357,view,1433290414419
42619,54,155,view,1433290944682
42620,128,466,view,1433293324675
42621,143,277,view,1433289631585
42622,114,406,view,1433292008409
42623,202,269,view,1433293965339
42624,250,451,view,1433291202028
42625,268,113,view,1433292324750
42626,52,377,view,1433290054947
42627,187,81,view,1433293286718
42628,52,291,view,1433290772986
42629,237,372,view,1433291648552
42630,46,92,view,1433293842694
42631,69,133,view,1433290109313
42632,211,431,view,1433289229676
42633,96,50,view,1433294012278
42634,235,143,view,1433290541015
42635,232,304,view,1433291302627
42636,56,178,view,1433289172227
42637,63,188,view,1433293255114
42638,230,138,view,1433293501775
42639,210,437,view,1433292053241
42640,268,9,view,1433292396923
42641,74,154,view,1433289402250
42642,86,182,view,1433293856356
42643,83,192,view,1433289576818
42644,155,53,view,1433291636604
42645,246,93,view,1433290797609
42646,76,403,view,1433289089567
42647,99,77,view,1433293862185
42648,250,79,view,1433293904298
42649,215,259,view,1433292550826
42650,31,233,view,1433289390769
42651,250,68,view,1433290484981
42652,26,316,view,1433289865905
42653,123,214,view,1433290498465
42654,180,236,view,1433291236862
42655,187,386,view,1433292624746
42656,38,350,view,1433293011485
42657,144,394,view,1433289382825
42658,255,314,view,1433293095705
42659,57,169,view,1433289665967
42660,124,67,view,1433291724622
42661,53,428,view,1433292064334
42662,120,337,view,1433293994269
42663,106,453,view,1433290877404
42664,189,416,view,1433291821318
42665,102,321,view,1433292222801
42666,260,313,view,1433290426179
42667,227,110,view,1433290323761
42668,218,86,view,1433293007896
42669,73,325,view,1433292384779
42670,202,124,view,1433293903809
42671,166,429,view,1433292660170
42672,14,322,view,1433291909600
42673,167,239,view,1433293924276
42674,204,421,view,1433290926496
42675,187,207,view,1433292162162
42676,222,77,view,1433290369161
42677,158,84,view,1433293418307
42678,222,413,view,1433291351388
42679,277,292,view,1433292523455
42680,74,26,view,1433291968740
42681,181,91,view,1433290760052
42682,227,232,view,1433293278399
42683,223,350,view,1433291622208
42684,159,163,view,1433292721868
42685,158,339,view,1433290123379
42686,205,227,view,1433292707375
42687,250,451,view,1433291279891
42688,187,364,view,1433290546326
42689,208,118,view,1433293622355
42690,248,54,view,1433291549537
42691,194,158,view,1433289185407
42692,169,159,view,1433289700408
42693,241,255,view,1433292905007
42694,31,132,view,1433290729754
42695,124,114,view,1433290683826
42696,31,426,view,1433291477413
42697,162,349,view,1433292897763
42698,205,461,view,1433293516684
42699,74,421,view,1433291819514
42700,141,25,view,1433290512581
42701,267,375,view,1433292026575
42702,187,72,view,1433289190562
42703,14,281,view,1433292030780
42704,248,395,view,1433290123988
42705,127,98,view,1433289119628
42706,196,46,view,1433289552401
42707,51,248,view,1433292737337
42708,279,209,view,1433292166974
42709,229,309,view,1433289505392
42710,215,259,view,1433292275780
42711,122,445,view,1433293734488
42712,262,370,view,1433289282488
42713,227,278,view,1433294057636
42714,18,88,view,1433293514039
42715,132,389,view,1433291480663
42716,232,416,view,1433292511767
42717,57,132,view,1433289354102
42718,250,340,view,1433293800374
42719,131,289,view,1433289396907
42720,132,207,view,1433291121670
42721,49,295,view,1433290989685
42722,149,167,view,1433289966170
42723,211,91,view,1433293153783
42724,123,258,view,1433289179824
42725,257,46,view,1433289935944
42726,62,91,view,1433291357957
42727,13,115,view,1433289137277
42728,181,21,view,1433292506053
42729,180,345,view,1433290200932
42730,36,248,view,1433291755415
42731,234,353,view,1433289606477
42732,222,245,view,1433293877779
42733,65,168,view,1433289436466
42734,254,60,transaction,1433292911333
42735,93,265,view,1433292911815
42736,259,1,view,1433290762756
42737,264,119,view,1433292734386
42738,167,61,view,1433292913489
42739,225,312,view,1433293330495
42740,146,315,view,1433292870187
42741,250,79,addtocart,1433293911562
42742,66,219,view,1433260541490
42743,195,105,view,1433259843685
42744,111,445,view,1433261035874
42745,246,322,view,1433258832743
42746,42,147,view,1433260757727
42747,264,205,view,1433260546140
42748,269,159,view,1433260858009
42749,122,176,view,1433261899780
42750,174,354,view,1433257931512
42751,241,427,addtocart,1433258544266
42752,71,175,view,1433260553089
42753,74,95,view,1433261324815
42754,93,464,view,1433260232399
42755,253,209,view,1433261636303
42756,81,14,view,1433259369440
42757,201,390,view,1433262002430
